:nemesis	:info	:start-partition	:majority
0	:ok	:add	2
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	130
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	138
1	:ok	:read	138
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	146
1	:invoke	:add	1
2	:invoke	:read	nil
2	:ok	:read	142
1	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	147
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	147
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:add	0
1	:invoke	:read	nil
0	:ok	:add	0
1	:ok	:read	150
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:add	1
1	:invoke	:read	nil
0	:ok	:add	1
1	:ok	:read	150
1	:invoke	:read	nil
1	:ok	:read	150
2	:invoke	:add	4
0	:invoke	:read	nil
2	:ok	:add	4
0	:ok	:read	151
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	155
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	157
0	:invoke	:read	nil
0	:ok	:read	157
1	:invoke	:read	nil
1	:ok	:read	157
2	:invoke	:read	nil
2	:ok	:read	157
0	:invoke	:read	nil
0	:ok	:read	157
0	:invoke	:read	nil
0	:ok	:read	157
1	:invoke	:read	nil
1	:ok	:read	157
2	:invoke	:add	0
0	:invoke	:add	0
2	:ok	:add	0
0	:ok	:add	0
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	157
2	:invoke	:read	nil
2	:ok	:read	157
0	:invoke	:read	nil
0	:ok	:read	160
0	:invoke	:read	nil
0	:ok	:read	160
1	:invoke	:read	nil
1	:ok	:read	157
2	:invoke	:read	nil
2	:ok	:read	160
0	:invoke	:read	nil
0	:ok	:read	160
0	:invoke	:read	nil
0	:ok	:read	160
1	:invoke	:read	nil
1	:ok	:read	160
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	163
0	:invoke	:read	nil
0	:ok	:read	163
1	:invoke	:read	nil
1	:ok	:read	163
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
1	:invoke	:add	1
0	:ok	:read	170
2	:invoke	:read	nil
2	:ok	:read	171
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	172
0	:invoke	:read	nil
0	:ok	:read	171
0	:invoke	:read	nil
0	:ok	:read	171
1	:invoke	:read	nil
1	:ok	:read	172
2	:invoke	:read	nil
2	:ok	:read	172
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	172
2	:invoke	:read	nil
2	:ok	:read	177
0	:invoke	:read	nil
1	:invoke	:add	4
0	:ok	:read	177
1	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	181
2	:invoke	:read	nil
2	:ok	:read	181
0	:invoke	:read	nil
0	:ok	:read	181
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	184
2	:invoke	:read	nil
2	:ok	:read	181
0	:invoke	:read	nil
0	:ok	:read	184
0	:invoke	:read	nil
0	:ok	:read	184
1	:invoke	:read	nil
1	:ok	:read	184
2	:invoke	:read	nil
2	:ok	:read	181
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	184
1	:invoke	:read	nil
1	:ok	:read	184
2	:invoke	:read	nil
2	:ok	:read	184
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	184
1	:ok	:read	184
1	:invoke	:read	nil
1	:ok	:read	184
2	:invoke	:read	nil
2	:ok	:read	184
0	:invoke	:read	nil
0	:ok	:read	184
0	:invoke	:read	nil
0	:ok	:read	184
1	:invoke	:read	nil
1	:ok	:read	184
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	189
0	:invoke	:read	nil
0	:ok	:read	190
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	190
2	:invoke	:read	nil
2	:ok	:read	190
0	:invoke	:read	nil
0	:ok	:read	191
0	:invoke	:read	nil
1	:invoke	:add	2
1	:ok	:add	2
0	:ok	:read	191
2	:invoke	:read	nil
2	:ok	:read	191
0	:invoke	:read	nil
0	:ok	:read	191
0	:invoke	:read	nil
0	:ok	:read	191
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	191
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	193
1	:ok	:read	196
1	:invoke	:read	nil
1	:ok	:read	196
2	:invoke	:read	nil
2	:ok	:read	193
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	193
1	:ok	:read	196
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	193
0	:invoke	:read	nil
0	:ok	:read	196
1	:invoke	:read	nil
2	:invoke	:add	2
1	:ok	:read	196
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	199
0	:invoke	:read	nil
0	:ok	:read	199
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	199
2	:ok	:read	201
0	:invoke	:read	nil
0	:ok	:read	201
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	201
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	209
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	204
0	:invoke	:add	0
1	:invoke	:read	nil
0	:ok	:add	0
2	:invoke	:read	nil
1	:ok	:read	209
2	:ok	:read	209
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	215
1	:invoke	:read	nil
1	:ok	:read	215
2	:invoke	:read	nil
2	:ok	:read	215
0	:invoke	:read	nil
0	:ok	:read	215
0	:invoke	:read	nil
0	:ok	:read	215
1	:invoke	:read	nil
1	:ok	:read	215
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
1	:invoke	:add	4
0	:ok	:read	217
1	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	221
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	221
0	:invoke	:add	2
1	:invoke	:read	nil
0	:ok	:add	2
1	:ok	:read	223
2	:invoke	:read	nil
0	:invoke	:add	1
2	:ok	:read	223
0	:ok	:add	1
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	223
0	:invoke	:read	nil
0	:ok	:read	227
0	:invoke	:read	nil
0	:ok	:read	227
1	:invoke	:read	nil
1	:ok	:read	227
2	:invoke	:read	nil
2	:ok	:read	225
0	:invoke	:read	nil
0	:ok	:read	227
0	:invoke	:read	nil
0	:ok	:read	227
1	:invoke	:read	nil
1	:ok	:read	227
2	:invoke	:read	nil
2	:ok	:read	227
0	:invoke	:read	nil
0	:ok	:read	227
0	:invoke	:read	nil
0	:ok	:read	227
1	:invoke	:read	nil
1	:ok	:read	227
2	:invoke	:read	nil
2	:ok	:read	227
0	:invoke	:read	nil
0	:ok	:read	227
0	:invoke	:read	nil
0	:ok	:read	227
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:add	2
0	:invoke	:read	nil
1	:invoke	:add	1
2	:ok	:add	2
0	:ok	:read	230
1	:ok	:add	1
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	233
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	237
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	237
2	:ok	:read	237
0	:invoke	:read	nil
0	:ok	:read	237
0	:invoke	:read	nil
0	:ok	:read	237
1	:invoke	:read	nil
1	:ok	:read	237
2	:invoke	:read	nil
2	:ok	:read	237
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	239
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	241
0	:invoke	:read	nil
0	:ok	:read	241
1	:invoke	:read	nil
1	:ok	:read	239
2	:invoke	:read	nil
2	:ok	:read	241
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	241
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	241
0	:invoke	:read	nil
0	:ok	:read	242
0	:invoke	:read	nil
0	:ok	:read	242
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	249
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	249
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:add	2
2	:invoke	:read	nil
1	:ok	:add	2
2	:ok	:read	249
0	:invoke	:read	nil
0	:ok	:read	249
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	254
2	:invoke	:read	nil
2	:ok	:read	251
0	:invoke	:read	nil
0	:ok	:read	254
0	:invoke	:read	nil
0	:ok	:read	254
1	:invoke	:read	nil
1	:ok	:read	254
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
1	:invoke	:add	2
0	:ok	:read	254
1	:ok	:add	2
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	257
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	266
1	:invoke	:read	nil
1	:ok	:read	266
2	:invoke	:read	nil
2	:ok	:read	263
0	:invoke	:read	nil
0	:ok	:read	266
0	:invoke	:read	nil
0	:ok	:read	266
1	:invoke	:read	nil
1	:ok	:read	266
2	:invoke	:read	nil
2	:ok	:read	263
0	:invoke	:read	nil
0	:ok	:read	266
0	:invoke	:read	nil
0	:ok	:read	266
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	274
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	272
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	277
1	:invoke	:read	nil
1	:ok	:read	274
2	:invoke	:read	nil
2	:ok	:read	277
0	:invoke	:read	nil
0	:ok	:read	277
0	:invoke	:read	nil
0	:ok	:read	277
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	274
2	:ok	:read	277
0	:invoke	:read	nil
0	:ok	:read	277
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	277
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	279
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	279
2	:ok	:read	283
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	283
1	:invoke	:read	nil
1	:ok	:read	279
2	:invoke	:read	nil
2	:ok	:read	283
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	287
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:add	0
0	:invoke	:add	0
2	:ok	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	290
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	290
2	:ok	:read	290
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	294
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:add	0
1	:invoke	:read	nil
0	:ok	:add	0
1	:ok	:read	296
1	:invoke	:read	nil
1	:ok	:read	300
2	:invoke	:read	nil
2	:ok	:read	300
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	301
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	300
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
1	:invoke	:add	0
0	:ok	:read	306
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	306
0	:invoke	:read	nil
0	:ok	:read	306
0	:invoke	:read	nil
0	:ok	:read	306
1	:invoke	:read	nil
1	:ok	:read	306
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	311
1	:invoke	:read	nil
1	:ok	:read	311
2	:invoke	:read	nil
2	:ok	:read	310
0	:invoke	:read	nil
0	:ok	:read	311
0	:invoke	:read	nil
0	:ok	:read	311
1	:invoke	:read	nil
1	:ok	:read	311
2	:invoke	:read	nil
2	:ok	:read	310
0	:invoke	:read	nil
0	:ok	:read	311
0	:invoke	:read	nil
0	:ok	:read	311
1	:invoke	:read	nil
1	:ok	:read	311
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	311
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	312
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	312
0	:invoke	:read	nil
1	:invoke	:add	3
0	:ok	:read	314
1	:ok	:add	3
2	:invoke	:add	2
0	:invoke	:read	nil
0	:ok	:read	317
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	319
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	319
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:add	0
1	:invoke	:read	nil
0	:ok	:add	0
1	:ok	:read	323
2	:invoke	:read	nil
2	:ok	:read	321
0	:invoke	:read	nil
0	:ok	:read	323
0	:invoke	:read	nil
0	:ok	:read	323
1	:invoke	:read	nil
1	:ok	:read	323
2	:invoke	:read	nil
0	:invoke	:add	2
2	:ok	:read	321
0	:ok	:add	2
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	325
1	:ok	:read	325
2	:invoke	:read	nil
2	:ok	:read	325
0	:invoke	:read	nil
0	:ok	:read	325
0	:invoke	:read	nil
0	:ok	:read	325
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	325
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	328
2	:invoke	:read	nil
2	:ok	:read	328
0	:invoke	:read	nil
0	:ok	:read	330
0	:invoke	:read	nil
0	:ok	:read	330
1	:invoke	:read	nil
1	:ok	:read	330
2	:invoke	:read	nil
2	:ok	:read	330
0	:invoke	:read	nil
0	:ok	:read	330
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	330
2	:invoke	:add	1
0	:invoke	:read	nil
2	:ok	:add	1
0	:ok	:read	331
0	:invoke	:read	nil
0	:ok	:read	331
1	:invoke	:read	nil
1	:ok	:read	331
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	331
0	:invoke	:read	nil
0	:ok	:read	331
1	:invoke	:read	nil
1	:ok	:read	331
2	:invoke	:read	nil
2	:ok	:read	331
0	:invoke	:read	nil
0	:ok	:read	331
0	:invoke	:read	nil
0	:ok	:read	331
1	:invoke	:read	nil
2	:invoke	:add	2
1	:ok	:read	331
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	333
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	333
2	:invoke	:read	nil
2	:ok	:read	333
0	:invoke	:read	nil
0	:ok	:read	333
0	:invoke	:read	nil
0	:ok	:read	333
1	:invoke	:read	nil
1	:ok	:read	333
2	:invoke	:add	1
0	:invoke	:read	nil
0	:ok	:read	333
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	333
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	333
2	:ok	:read	334
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	3
1	:invoke	:add	3
0	:ok	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	334
0	:invoke	:read	nil
0	:ok	:read	340
0	:invoke	:read	nil
0	:ok	:read	340
1	:invoke	:read	nil
1	:ok	:read	340
2	:invoke	:read	nil
2	:ok	:read	340
0	:invoke	:read	nil
0	:ok	:read	340
0	:invoke	:add	4
1	:invoke	:read	nil
0	:ok	:add	4
1	:ok	:read	340
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	347
1	:invoke	:read	nil
1	:ok	:read	344
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	351
0	:invoke	:read	nil
0	:ok	:read	351
1	:invoke	:read	nil
1	:ok	:read	344
2	:invoke	:read	nil
2	:ok	:read	351
0	:invoke	:read	nil
0	:ok	:read	351
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	345
2	:invoke	:read	nil
2	:ok	:read	351
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	356
1	:ok	:read	345
2	:invoke	:read	nil
2	:ok	:read	356
0	:invoke	:read	nil
0	:ok	:read	356
0	:invoke	:read	nil
0	:ok	:read	356
1	:invoke	:read	nil
1	:ok	:read	355
2	:invoke	:read	nil
2	:ok	:read	356
0	:invoke	:read	nil
0	:ok	:read	356
0	:invoke	:read	nil
0	:ok	:read	356
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:add	0
1	:invoke	:add	1
0	:ok	:add	0
1	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	359
2	:invoke	:read	nil
2	:ok	:read	359
0	:invoke	:read	nil
0	:ok	:read	358
0	:invoke	:read	nil
0	:ok	:read	358
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	362
1	:invoke	:read	nil
1	:ok	:read	362
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	365
0	:invoke	:read	nil
0	:ok	:read	365
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	365
0	:invoke	:read	nil
0	:ok	:read	365
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	373
0	:invoke	:read	nil
0	:ok	:read	365
0	:invoke	:read	nil
0	:ok	:read	368
1	:invoke	:read	nil
1	:ok	:read	373
2	:invoke	:read	nil
2	:ok	:read	373
0	:invoke	:read	nil
0	:ok	:read	373
0	:invoke	:read	nil
0	:ok	:read	373
1	:invoke	:read	nil
1	:ok	:read	373
2	:invoke	:add	3
0	:invoke	:read	nil
2	:ok	:add	3
0	:ok	:read	373
0	:invoke	:read	nil
0	:ok	:read	373
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
0	:invoke	:add	2
2	:ok	:read	379
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	381
1	:invoke	:add	4
2	:invoke	:add	2
1	:ok	:add	4
2	:ok	:add	2
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	390
1	:invoke	:read	nil
1	:ok	:read	387
2	:invoke	:read	nil
2	:ok	:read	390
0	:invoke	:read	nil
0	:ok	:read	390
0	:invoke	:read	nil
0	:ok	:read	390
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	397
1	:invoke	:read	nil
1	:ok	:read	397
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	399
0	:invoke	:read	nil
0	:ok	:read	399
1	:invoke	:read	nil
1	:ok	:read	397
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	399
0	:invoke	:read	nil
0	:ok	:read	399
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	402
0	:invoke	:add	2
1	:invoke	:add	4
0	:ok	:add	2
1	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	410
2	:invoke	:read	nil
2	:ok	:read	406
0	:invoke	:read	nil
0	:ok	:read	406
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	410
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	411
1	:ok	:read	411
1	:invoke	:read	nil
1	:ok	:read	411
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
1	:invoke	:add	2
2	:invoke	:read	nil
0	:ok	:read	411
2	:ok	:read	415
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	417
0	:invoke	:read	nil
0	:ok	:read	411
0	:invoke	:add	4
1	:invoke	:read	nil
1	:ok	:read	417
0	:ok	:add	4
2	:invoke	:add	3
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	421
0	:invoke	:read	nil
1	:ok	:read	421
2	:ok	:add	3
0	:ok	:read	421
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	421
1	:ok	:read	421
1	:invoke	:read	nil
1	:ok	:read	421
2	:invoke	:add	3
0	:invoke	:add	2
2	:ok	:add	3
0	:ok	:add	2
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	438
1	:invoke	:read	nil
1	:ok	:read	438
2	:invoke	:read	nil
2	:ok	:read	438
0	:invoke	:read	nil
0	:ok	:read	438
0	:invoke	:read	nil
0	:ok	:read	438
1	:invoke	:read	nil
1	:ok	:read	438
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	442
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	446
0	:invoke	:add	1
1	:invoke	:read	nil
1	:ok	:read	446
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	447
2	:invoke	:read	nil
2	:ok	:read	446
0	:invoke	:read	nil
0	:ok	:read	447
0	:invoke	:read	nil
0	:ok	:read	447
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	447
0	:invoke	:read	nil
0	:ok	:read	450
0	:invoke	:read	nil
0	:ok	:read	450
1	:invoke	:read	nil
1	:ok	:read	450
2	:invoke	:read	nil
2	:ok	:read	447
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	452
1	:invoke	:read	nil
1	:ok	:read	450
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	447
0	:ok	:read	452
0	:invoke	:read	nil
0	:ok	:read	452
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	450
0	:ok	:read	454
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	455
2	:invoke	:read	nil
2	:ok	:read	454
0	:invoke	:read	nil
0	:ok	:read	455
0	:invoke	:read	nil
0	:ok	:read	455
1	:invoke	:read	nil
1	:ok	:read	455
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	455
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	455
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	458
1	:ok	:read	460
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	460
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	462
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:add	3
1	:invoke	:add	4
1	:ok	:add	4
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	472
2	:invoke	:read	nil
2	:ok	:read	472
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	475
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	479
0	:invoke	:read	nil
0	:ok	:read	479
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	483
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	483
2	:invoke	:read	nil
2	:ok	:read	489
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	491
1	:ok	:read	489
2	:invoke	:read	nil
2	:ok	:read	490
0	:invoke	:read	nil
1	:invoke	:read	nil
2	:invoke	:add	0
0	:ok	:read	491
1	:ok	:read	491
2	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	491
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	495
1	:invoke	:read	nil
1	:ok	:read	495
2	:invoke	:add	2
0	:invoke	:read	nil
2	:ok	:add	2
0	:ok	:read	497
0	:invoke	:read	nil
0	:ok	:read	497
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	512
1	:invoke	:read	nil
1	:ok	:read	512
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	512
0	:invoke	:read	nil
0	:ok	:read	512
1	:invoke	:read	nil
1	:ok	:read	512
2	:invoke	:read	nil
2	:ok	:read	512
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	515
1	:invoke	:read	nil
1	:ok	:read	512
2	:invoke	:read	nil
2	:ok	:read	515
0	:invoke	:read	nil
1	:invoke	:add	4
0	:ok	:read	515
1	:ok	:add	4
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	524
1	:invoke	:read	nil
1	:ok	:read	524
2	:invoke	:read	nil
2	:ok	:read	524
0	:invoke	:read	nil
